nimi,lataukset_kk,viimeinen_julkaisu,riippuvia_paketteja,riippuvia_repoja,yllapitajia,advisoryja,repo_tahdet,repo_avoimet_issuet,repo_arkistoitu,versioita,repo
@types/react-router-dom,20091543,2022-01-18,9212,166781,1,0,51421,683,False,37,https://github.com/DefinitelyTyped/DefinitelyTyped
@types/testing-library__jest-dom,20076597,2023-08-15,4523,1142077,1,0,,,,25,
string-natural-compare,20074143,2020-01-21,376,654592,1,0,51,1,False,10,https://github.com/nwoltman/string-natural-compare
repeating,20074044,2021-05-03,436,1531232,1,0,35,0,False,10,https://github.com/sindresorhus/repeating
flagged-respawn,20073620,2021-11-21,97,373646,2,0,21,2,False,10,https://github.com/gulpjs/flagged-respawn
@types/nlcst,20067652,2023-11-07,51,12490,1,0,51400,689,False,9,https://github.com/DefinitelyTyped/DefinitelyTyped
@surma/rollup-plugin-off-main-thread,19969427,2021-11-02,43,1150763,2,0,313,18,False,12,https://github.com/surma/rollup-plugin-off-main-thread
license-webpack-plugin,19951532,2022-02-10,249,664104,1,0,171,13,False,79,https://github.com/xz64/license-webpack-plugin
@mapbox/whoots-js,19940788,2018-07-13,93,28703,28,0,24,4,True,2,https://github.com/mapbox/whoots-js
please-upgrade-node,19900438,2019-08-08,328,329470,1,0,240,12,False,9,https://github.com/typicode/please-upgrade-node
rollup-pluginutils,19893720,2019-09-13,1425,654473,4,0,45,0,True,29,https://github.com/rollup/rollup-pluginutils
p-each-series,19855508,2021-04-09,596,1351751,1,0,52,0,False,5,https://github.com/sindresorhus/p-each-series
@sinonjs/text-encoding,19805090,2024-08-19,16,84179,6,0,3,0,True,3,https://github.com/sinonjs/text-encoding
fined,19773125,2021-10-31,89,363168,1,0,12,1,False,7,https://github.com/gulpjs/fined
dir-compare,19746800,2024-05-04,414,29501,1,0,203,8,False,38,https://github.com/gliviu/dir-compare
@redis/graph,19720454,2023-11-20,5,8464,2,0,16908,346,False,7,https://github.com/redis/node-redis
opencollective-postinstall,19706665,2020-05-29,571,248663,2,0,51,6,False,25,https://github.com/opencollective/opencollective-postinstall
fuzzy,19691447,2016-10-01,1001,59360,1,0,835,29,False,4,https://github.com/mattyork/fuzzy
weak-lru-cache,19677291,2022-02-02,22,41717,1,0,31,2,False,25,https://github.com/kriszyp/weak-lru-cache
pony-cause,19665278,2024-04-15,22,4364,1,0,54,12,False,17,https://github.com/voxpelli/pony-cause
easy-table,19641270,2021-10-06,408,29165,1,0,315,5,False,9,https://github.com/eldargab/easy-table
static-eval,19575114,2024-01-01,109,132071,39,3,177,15,False,19,https://github.com/browserify/static-eval
find-file-up,19559634,2018-03-28,29,24918,1,0,9,0,False,8,https://github.com/jonschlinkert/find-file-up
tiny-async-pool,19557613,2022-05-10,124,1919,1,0,822,2,False,11,https://github.com/rxaviers/async-pool
lop,19546114,2024-09-02,50,1716,1,0,7,2,False,9,https://github.com/mwilliamson/lop
whatwg-url-without-unicode,19545531,2020-02-07,8,4325,1,0,4,3,False,8,https://github.com/charpeni/whatwg-url
json-stringify-nice,19531374,2021-05-06,38,48021,1,0,25,3,False,7,https://github.com/isaacs/json-stringify-nice
postcss-flexbugs-fixes,19488658,2020-11-20,8597,1631784,1,0,742,8,True,22,https://github.com/luisrudge/postcss-flexbugs-fixes
trim-repeated,19464264,2021-04-21,64,522622,1,0,21,0,False,2,https://github.com/sindresorhus/trim-repeated
@babel/plugin-proposal-dynamic-import,19462949,2022-06-27,112,2723689,4,0,43991,774,False,22,https://github.com/babel/babel
browser-resolve,19424416,2020-08-03,558,1249073,39,0,100,5,False,42,https://github.com/browserify/browser-resolve
node-notifier,19386130,2022-02-01,8208,1792650,1,1,5845,128,False,73,https://github.com/mikaelbr/node-notifier
@microsoft/api-extractor,19325222,2019-02-18,4195,26838,3,0,6494,1111,False,553,https://github.com/microsoft/rushstack
uniq,19302190,2014-05-25,432,2339857,1,0,82,10,False,4,https://github.com/mikolalysenko/uniq
cssfilter,19289445,2024-08-15,26,108546,1,0,29,2,False,12,https://github.com/leizongmin/js-css-filter
@types/sax,19259121,2023-11-07,245,24232,1,0,51421,683,False,21,https://github.com/DefinitelyTyped/DefinitelyTyped
@apidevtools/openapi-schemas,19252638,2021-05-01,18,12306,3,0,45,3,False,7,https://github.com/APIDevTools/openapi-schemas
swagger-ui-express,19241182,2024-05-31,1367,38679,1,0,1384,41,False,61,https://github.com/scottie1984/swagger-ui-express
node-machine-id,19230981,2019-05-29,447,15356,1,0,554,25,False,11,https://github.com/automation-stack/node-machine-id
css-select-base-adapter,19221379,2018-10-24,164,2352285,1,0,4,0,False,2,https://github.com/nrkn/css-select-base-adapter
pretty-hrtime,19191983,2016-11-05,886,534349,1,0,67,1,False,7,https://github.com/robrich/pretty-hrtime
endent,19137720,2021-06-21,203,59566,1,0,36,5,False,19,https://github.com/ZhouHansen/endent
react-quill,19098322,2022-08-03,691,11386,2,0,7007,433,False,49,https://github.com/zenoamaro/react-quill
postcss-initial,19062080,2021-04-14,201,1648558,1,0,190,11,False,16,https://github.com/maximkoretskiy/postcss-initial
sorted-array-functions,19059655,2020-08-24,31,28319,1,0,56,3,False,4,https://github.com/mafintosh/sorted-array-functions
webpack-subresource-integrity,19056239,2022-01-12,172,649528,1,1,374,34,False,50,https://github.com/waysact/webpack-subresource-integrity
find-pkg,19026056,2018-03-28,137,24926,1,0,9,1,False,5,https://github.com/jonschlinkert/find-pkg
lru-queue,18995644,2014-04-26,30,235377,1,0,14,0,False,1,https://github.com/medikoo/lru-queue
should-type-adaptors,18974110,2017-12-27,7,32601,1,0,1,1,False,3,https://github.com/shouldjs/type-adaptors
is-object,18939560,2020-12-02,351,453312,2,0,22,1,False,4,https://github.com/inspect-js/is-object
hsl-to-rgb-for-reals,18916711,2019-09-24,85,3741,1,0,0,2,False,3,https://github.com/davidmarkclements/hsl_rgb_converter
clone-stats,18914363,2016-05-17,107,412484,1,0,11,2,False,3,https://github.com/hughsk/clone-stats
@hapi/boom,18912254,2023-02-11,839,120238,6,1,2928,6,False,22,https://github.com/hapijs/boom
suspend-react,18894610,2023-06-13,63,9295,1,0,1411,13,False,15,https://github.com/pmndrs/suspend-react
should-type,18875357,2016-08-14,16,36602,1,0,4,0,False,15,https://github.com/shouldjs/type
@types/file-saver,18859195,2023-11-07,1132,8282,1,0,51421,683,False,12,https://github.com/DefinitelyTyped/DefinitelyTyped
uhyphen,18854801,2022-11-13,9,1937,1,0,6,0,False,3,https://github.com/WebReflection/uhyphen
@ionic/utils-terminal,18853502,2023-12-19,16,20256,1,0,2003,369,False,31,https://github.com/ionic-team/ionic-cli
@types/webpack,18850282,2023-11-07,8332,811314,1,0,51400,689,False,185,https://github.com/DefinitelyTyped/DefinitelyTyped
buffer-equal,18822402,2022-10-12,438,479914,1,0,3,0,False,5,https://github.com/inspect-js/buffer-equal
omggif,18821646,2019-07-16,167,129906,1,0,682,2,False,6,https://github.com/deanm/omggif
screenfull,18792638,2022-06-19,1724,32583,1,0,7137,14,False,29,https://github.com/sindresorhus/screenfull
strip-outer,18729798,2021-08-19,71,522634,1,0,23,0,False,3,https://github.com/sindresorhus/strip-outer
@babel/plugin-proposal-export-namespace-from,18683016,2022-07-18,6099,2283198,4,0,43991,774,False,53,https://github.com/babel/babel
unifont,18639621,2019-05-25,0,0,2,0,268,7,False,28,https://github.com/unjs/unifont
fs-readdir-recursive,18582674,2017-11-10,735,377031,6,0,63,3,False,7,https://github.com/fs-utils/fs-readdir-recursive
iterall,18527710,2020-01-03,333,278067,1,0,813,17,False,13,https://github.com/leebyron/iterall
remark-breaks,18521880,2023-09-22,142,8338,3,0,155,0,False,14,https://github.com/remarkjs/remark-breaks
node-cache,18507649,2020-07-01,1885,69983,2,0,2372,76,False,34,https://github.com/node-cache/node-cache
patch-console,18506442,2022-02-04,33,4744,1,0,19,1,False,2,https://github.com/vadimdemedes/patch-console
front-matter,18490487,2020-05-29,1285,32173,1,0,696,32,False,37,https://github.com/jxson/front-matter
json2mq,18482338,2015-01-15,405,156416,1,0,169,2,False,2,https://github.com/akiran/json2mq
@peculiar/json-schema,18451736,2020-07-22,15,13678,7,0,3,6,False,16,https://github.com/PeculiarVentures/json-schema
valid-url,18398884,2013-07-31,997,212266,2,0,214,20,False,9,https://github.com/ogt/valid-url
defined,18356100,2022-10-12,523,1619645,1,0,6,0,False,3,https://github.com/inspect-js/defined
@whatwg-node/events,18336518,2024-07-29,5,2325,2,0,199,8,False,128,https://github.com/ardatan/whatwg-node
@storybook/react-docgen-typescript-plugin,18333607,2021-07-30,32,26734,12,0,3,4,False,21,https://github.com/storybookjs/react-docgen-typescript-plugin
@types/keygrip,18317978,2023-11-21,20,66923,1,0,51421,683,False,7,https://github.com/DefinitelyTyped/DefinitelyTyped
promise-all-reject-late,18307484,2020-01-28,38,48017,1,0,,,,2,
speakingurl,18289931,2017-08-23,153,21825,1,0,1117,30,False,79,https://github.com/pid/speakingurl
hash-sum,18288733,2019-06-28,1550,785145,1,0,312,7,False,4,https://github.com/bevacqua/hash-sum
object.hasown,18268212,2024-03-22,518,1229961,1,0,17,1,False,6,https://github.com/es-shims/Object.hasOwn
string-hash,18235611,2017-02-11,802,247224,2,0,306,1,True,4,https://github.com/darkskyapp/string-hash
array-each,18234908,2017-02-27,87,353687,1,0,16,0,False,4,https://github.com/jonschlinkert/array-each
@sendgrid/helpers,18222300,2023-12-05,22,22566,1,0,3051,101,False,34,https://github.com/sendgrid/sendgrid-nodejs
tildify,18182315,2021-08-12,649,210831,1,0,96,0,False,9,https://github.com/sindresorhus/tildify
wait-port,18116071,2023-09-20,391,25989,1,0,345,10,False,22,https://github.com/dwmkerr/wait-port
fast-json-parse,18099894,2017-07-30,218,73848,1,0,91,2,False,4,https://github.com/mcollina/fast-json-parse
@types/command-line-args,18094062,2023-11-07,670,6348,1,0,51432,691,False,14,https://github.com/DefinitelyTyped/DefinitelyTyped
@babel/plugin-proposal-json-strings,18070876,2022-06-27,3687,3908875,4,0,43990,780,False,37,https://github.com/babel/babel
npm-run-all,18063053,2018-11-24,51551,309025,1,0,5837,114,False,58,https://github.com/mysticatea/npm-run-all
babylon,18051880,2017-08-15,1973,1883337,5,0,43991,774,False,132,https://github.com/babel/babel
typanion,18040209,2023-08-06,97,6026,1,0,274,19,False,32,https://github.com/arcanis/typanion
random-bytes,18037425,2016-01-17,56,259739,2,0,29,0,False,1,https://github.com/crypto-utils/random-bytes
node-schedule,18031163,2023-01-11,1513,32836,5,0,9203,174,False,45,https://github.com/node-schedule/node-schedule
stoppable,18005681,2018-11-10,214,17690,3,0,404,28,False,9,https://github.com/hunterloftis/stoppable
update-check,18004118,2020-04-13,377,46883,6,0,169,5,False,12,https://github.com/zeit/update-check
typed-assert,18001826,2022-02-17,18,115422,1,0,53,8,False,8,https://github.com/elierotenberg/typed-assert
is-url-superb,17965920,2021-11-01,162,27046,1,0,84,0,False,8,https://github.com/sindresorhus/is-url-superb
any-base,17947857,2017-10-09,31,113897,1,0,31,6,False,3,https://github.com/HarasimowiczKamil/any-base
cli-table,17923137,2021-12-06,3682,294383,4,0,2294,18,False,15,https://github.com/Automattic/cli-table
locate-character,17906792,2023-06-15,130,17986,1,0,0,0,False,8,https://gitlab.com/Rich-Harris/locate-character
growly,17875587,2016-03-26,422,1787793,1,0,45,1,False,5,https://github.com/theabraham/growly
amdefine,17874861,2016-11-02,587,1287376,1,0,210,7,False,12,https://github.com/jrburke/amdefine
is-root,17851087,2021-04-07,445,1549428,1,0,79,0,False,5,https://github.com/sindresorhus/is-root
babel-plugin-transform-react-remove-prop-types,17824651,2019-02-01,4924,1495127,2,0,887,17,False,43,https://github.com/oliviertassinari/babel-plugin-transform-react-remove-prop-types
@babel/regjsgen,17802431,2023-01-25,3,413300,4,0,32,0,False,1,https://github.com/bnjmnt4n/regjsgen
uri-js-replace,17794792,2024-08-08,0,0,1,0,15,1,False,16,https://github.com/andreinwald/uri-js-replace
should-format,17793321,2017-02-06,11,36583,1,0,4,2,False,18,https://github.com/shouldjs/format
mv,17758731,2015-06-22,694,109879,1,0,157,16,False,12,https://github.com/andrewrk/node-mv
clipanion,17740712,2023-06-05,317,8523,1,0,1256,42,False,84,https://github.com/arcanis/clipanion
currently-unhandled,17726759,2016-06-02,237,1558373,1,0,24,3,False,3,https://github.com/jamestalmage/currently-unhandled
@ionic/utils-subprocess,17690070,2023-12-19,15,20240,1,0,2003,369,False,43,https://github.com/ionic-team/ionic-cli
bin-version-check,17665299,2024-04-03,65,212917,1,0,23,0,False,9,https://github.com/sindresorhus/bin-version-check
scuid,17654797,2018-02-04,23,16641,1,0,19,1,False,3,https://github.com/jhermsmeier/node-scuid
is2,17640729,2022-09-08,36,50964,2,0,10,4,False,30,https://github.com/stdarg/is2
@types/accepts,17634839,2023-11-06,133,84350,1,0,51432,691,False,9,https://github.com/DefinitelyTyped/DefinitelyTyped
bin-version,17601705,2024-04-03,32,212701,1,0,43,2,False,13,https://github.com/sindresorhus/bin-version
textextensions,17595566,2023-12-29,55,86112,1,0,15,1,False,115,https://github.com/bevry/textextensions
stealthy-require,17594484,2017-05-09,334,1590783,1,0,22,3,False,4,https://github.com/analog-nico/stealthy-require
remark-frontmatter,17570783,2023-09-18,857,25059,3,0,323,0,False,13,https://github.com/remarkjs/remark-frontmatter
oas-schema-walker,17570715,2020-07-31,22,9555,1,0,747,45,False,11,https://github.com/Mermade/oas-kit
inspect-with-kind,17569118,2018-08-28,96,1985,1,0,1,0,False,7,https://github.com/shinnn/inspect-with-kind
@emotion/stylis,17547737,2019-12-22,69,481565,2,0,18020,393,False,22,https://github.com/emotion-js/emotion
should-util,17496797,2019-06-24,7,32601,1,0,1,1,False,2,https://github.com/shouldjs/util
to-readable-stream,17445879,2022-10-26,246,847625,1,0,93,0,False,5,https://github.com/sindresorhus/to-readable-stream
num2fraction,17404487,2015-09-14,161,2504920,1,0,50,5,False,6,https://github.com/yisibl/num2fraction
regexparam,17398865,2023-12-03,143,15566,1,0,597,9,False,15,https://github.com/lukeed/regexparam
regexp-ast-analysis,17386292,2023-09-13,6,1338,1,0,5,1,False,17,https://github.com/RunDevelopment/regexp-ast-analysis
hast-util-has-property,17383036,2023-08-01,86,39207,2,0,1,0,False,8,https://github.com/syntax-tree/hast-util-has-property
getopts,17378431,2021-02-15,195,59276,1,0,635,5,False,21,https://github.com/jorgebucaran/getopts
